,text,predicted_posize,value_posize,predicted_podisease,value_podisease,predicted_poage,value_poage,predicted_poss,value_poss,predicted_prdisease,value_prdisease,predicted_pogender,value_pogender,predicted_poprocedure,value_poprocedure,predicted_prss,value_prss,predicted_potreatment,value_potreatment,predicted_pophyconditon,value_pophyconditon,predicted_prbehavior,value_prbehavior,predicted_pomedhistory,value_pomedhistory,predicted_poclinical,value_poclinical,predicted_iprocedure,value_iprocedure,predicted_idiagnostic,value_idiagnostic,predicted_idisease,value_idisease,predicted_idiagnostictest,value_idiagnostictest,predicted_iss,value_iss,predicted_otreatment,value_otreatment,predicted_opatient,value_opatient
239,adding continuous interaction terms between ln urinary protein to creatinine ratio and the treatment groups,0.063416868,0,0.103076503,0,0.048556257,0,0.066536367,0,0.081120051,0,0.049201254,0,0.055689018,0,0.048368458,0,0.037994605,0,0.064836726,0,0.032375164,0,0.033308931,0,0.039381504,0,0.210283577,1,0.092067301,0,0.048670519,0,0.050166044,0,0.063948564,0,0.215440139,0,0.0882653,0
240,additional risk factors are important,0.065348186,0,0.106193163,0,0.054630551,0,0.08562728,0,0.091726393,0,0.062053204,0,0.07415951,0,0.058018178,0,0.043282446,0,0.085991085,0,0.037720632,0,0.040204,0,0.044200674,0,0.13589561,0,0.093588911,0,0.058315758,0,0.05603322,0,0.072931424,0,0.310597539,1,0.121197917,0
241,results that showed a favorable trend,0.063278317,0,0.100671366,0,0.05663994,0,0.088254079,0,0.098125294,0,0.065807283,0,0.077022776,0,0.060874362,0,0.043882344,0,0.092043921,0,0.040029127,0,0.043198861,0,0.043836653,0,0.140307292,0,0.097291477,0,0.06299933,0,0.059327576,0,0.076685019,0,0.352851421,1,0.126260519,0
242,metoprolol may improve renal outcome,0.062759936,0,0.095215216,0,0.057355136,0,0.085720748,0,0.104648001,0,0.059924174,0,0.073341176,0,0.064720556,0,0.046375655,0,0.083547719,0,0.040179975,0,0.043514267,0,0.045747153,0,0.148133412,0,0.100898795,0,0.066896819,0,0.060161654,0,0.079585753,0,0.371935457,1,0.119365849,0
243,angiotensin converting enzyme inhibitors should be considered as first line therapy over,0.061380122,0,0.088776521,0,0.055388611,0,0.077456743,0,0.10262163,0,0.056370355,0,0.069012158,0,0.061977059,0,0.045371097,0,0.075922087,0,0.038870864,0,0.042348642,0,0.045212355,0,0.171707734,0,0.104889311,0,0.064597957,0,0.059313092,0,0.078810602,0,0.345396519,1,0.111883409,0
244,hypertensive nephrosclerosis,0.087515317,0,0.133105636,0,0.056793839,0,0.082665443,0,0.070877068,1,0.053723987,0,0.05409167,0,0.049379632,0,0.042974081,0,0.073100336,0,0.035452768,0,0.036349013,0,0.044341538,0,0.155680984,0,0.077111416,0,0.045956485,0,0.051218651,0,0.064031303,0,0.183934063,0,0.090492204,0
245,a total of 540 patients,0.305856228,1,0.183262244,0,0.121827401,0,0.090765134,0,0.085220933,0,0.078275286,0,0.049542129,0,0.064074315,0,0.068617351,0,0.07210575,0,0.046200272,0,0.062819079,0,0.063807562,0,0.196492568,0,0.092412628,0,0.060413681,0,0.073217966,0,0.079144463,0,0.129837513,0,0.101444699,0
246,five hundred and forty patients were included 83 male,0.218155846,0,0.153675899,0,0.096092381,0,0.083872981,0,0.06984099,0,0.069173284,1,0.044906054,0,0.051900886,0,0.053138662,0,0.065560132,0,0.039105356,0,0.050976798,0,0.052914239,0,0.190121129,0,0.082132511,0,0.049149122,0,0.063262038,0,0.067765906,0,0.12828441,0,0.090051152,0
247,43 had an anterior ami and 50 were treated with fibrinolytics in the acute phase,0.069000304,0,0.108078077,1,0.047921725,0,0.068842776,0,0.070491984,0,0.049226142,0,0.050116945,0,0.044165034,0,0.037861913,0,0.064165831,0,0.031146076,0,0.033848993,0,0.040031113,0,0.219425291,0,0.082663819,0,0.04383903,0,0.048570734,0,0.059646193,0,0.187580407,0,0.083932281,0
248,from july 1997 until may 1999 and were followed until mid 2000,0.113929942,0,0.118305586,0,0.077981241,0,0.07564611,0,0.058602862,0,0.060629699,0,0.043903921,0,0.040377546,0,0.040321704,0,0.062120218,0,0.03417813,0,0.044745784,0,0.046463452,0,0.269438386,1,0.076138668,0,0.038517203,0,0.059108149,0,0.057910867,0,0.123745263,0,0.082111284,0
249,at baseline beta blockers were used in 91 of the patients,0.072473496,0,0.096052848,0,0.047935616,0,0.062335745,0,0.076982386,0,0.052008122,0,0.049130011,0,0.043023746,0,0.037730709,0,0.057890777,0,0.031242827,0,0.034654688,0,0.041599788,0,0.324453503,1,0.086614102,0,0.04579946,0,0.052836113,0,0.061522588,0,0.18660818,0,0.082638122,0
250,receiving ace inhibitors 38 and 36 respectively and calcium channel blockers 17 and 15 respectively,0.096336126,0,0.108601406,0,0.065400109,0,0.06509167,0,0.075849958,0,0.05439939,0,0.045808315,0,0.044548679,0,0.043483414,0,0.058885526,0,0.034333296,0,0.044038162,0,0.050430648,0,0.489385962,1,0.094281018,0,0.045362361,0,0.060880117,0,0.066382378,0,0.122716278,0,0.080431201,0
251,no effect of fluvastatin on aecg ischaemia or major clinical events in the first year after ami could be detected,0.067536287,0,0.101606593,0,0.055904221,0,0.080016419,0,0.098143578,0,0.05547994,0,0.067850068,0,0.062931359,0,0.045252353,0,0.080524445,0,0.038822826,0,0.040407129,0,0.046093136,0,0.139904723,0,0.098172963,0,0.062545277,0,0.056389019,0,0.078277022,0,0.348484784,1,0.115469627,0
252,effects of some classes of antihypertensive drugs on risk of main outcome measures,0.066587679,0,0.09810628,0,0.056963746,0,0.080465451,0,0.101118729,1,0.056931119,0,0.069558114,0,0.063899688,0,0.044981189,0,0.080415264,0,0.038494915,0,0.041322224,0,0.045453288,0,0.137454107,0,0.097695976,0,0.063115992,0,0.056264371,0,0.078153439,0,0.344161391,0,0.116114326,0
253,individuals with a history of hospitalized or treated symptomatic heart failure hf and or known left ventricular ejection fraction of less than 35 were excluded,0.085959427,0,0.137554586,0,0.05992315,0,0.08176972,0,0.06403967,0,0.051862698,0,0.049857974,1,0.046300869,0,0.043315426,0,0.071934149,0,0.034520045,0,0.038622376,0,0.044552919,0,0.199892566,0,0.078017451,0,0.042381316,0,0.051873293,0,0.060757611,0,0.145671517,0,0.08256238,0
254,chd death nonfatal mi stroke coronary revascularization procedures hospitalized or treated angina treated or hospitalized heart failure and peripheral arterial disease,0.091683552,0,0.142164782,0,0.06210554,0,0.077987872,0,0.067781664,0,0.049037155,0,0.048049517,0,0.048208289,1,0.045249734,0,0.066160083,0,0.035069939,0,0.038010202,0,0.046380907,0,0.227716997,0,0.082541436,0,0.043618221,0,0.051826216,0,0.063471705,0,0.131046206,0,0.078205049,0
255,less likely to be black and more likely to be women,0.069636248,0,0.107406892,0,0.055385858,0,0.082530007,0,0.09555421,0,0.061509512,1,0.071270458,0,0.059827197,0,0.044425357,0,0.08396811,0,0.038597818,0,0.039659847,0,0.0443822,0,0.132885769,0,0.091450892,0,0.059528347,0,0.054771416,0,0.075386584,0,0.326214254,0,0.118233994,0
256,have untreated hypertension evidence of chd or atherosclerotic cvd and a lower mean serum glucose,0.073551297,0,0.12320143,1,0.052605025,0,0.08006762,0,0.081076287,0,0.051346552,0,0.058869373,0,0.055770639,0,0.04317202,0,0.076392598,0,0.036503512,0,0.03597201,0,0.044520039,0,0.138781488,0,0.085992008,0,0.052319869,0,0.052157119,0,0.069845974,0,0.256001979,0,0.101548873,0
257,including low doses of open label step 1 drug classes,0.098425768,0,0.10814286,0,0.065484963,0,0.064561263,0,0.080907948,0,0.056507293,0,0.046053622,0,0.045642842,0,0.044815786,0,0.059283152,0,0.034671117,0,0.044991247,0,0.05193593,0,0.51676774,1,0.097488187,0,0.047354832,0,0.060895398,0,0.068358384,0,0.125498191,0,0.080825672,0
258,a diuretic be included in all multidrug regimens,0.075920865,0,0.100650087,0,0.050626032,0,0.062447995,0,0.075920194,0,0.051242296,0,0.046643447,0,0.042842671,0,0.038576104,0,0.058367092,0,0.031535368,0,0.036696833,0,0.043273356,0,0.388644099,1,0.088069908,0,0.044252656,0,0.055355519,0,0.061579995,0,0.156042978,0,0.079288684,0
259,26 7 25 9 and 32 6 of those assigned to chlorthalidone amlodipine and lisinopril respectively,0.098290071,0,0.10539145,0,0.065643154,0,0.063332647,0,0.077039525,0,0.055361502,0,0.044491481,0,0.044014115,0,0.042795487,0,0.057215601,0,0.033512283,0,0.044515647,0,0.051719811,0,0.489318609,1,0.08996845,0,0.044813339,0,0.060701575,0,0.068673633,0,0.127104744,0,0.082267776,0
260,40 0 n 4645 44 0 n 3017 and 43 8 n 2764 of participants assigned to chlorthalidone amlodipine and lisinopril,0.092526406,0,0.105786949,0,0.057829045,0,0.062773623,0,0.069272749,0,0.051255722,0,0.042112142,0,0.041930996,0,0.03927587,0,0.054913647,0,0.030565742,0,0.037754972,0,0.043691117,0,0.364315897,1,0.080872387,0,0.040975243,0,0.05358668,0,0.060177565,0,0.130945086,0,0.075942829,0
261,mi myocardial infarction hdl c high density lipoprotein cholesterol lvh left ventricular hypertrophy and chd coronary heart disease,0.076761506,0,0.131586522,0,0.05461375,0,0.079879366,0,0.078880593,0,0.049362287,0,0.056253105,0,0.054863315,0,0.043634593,0,0.072808765,0,0.037246626,0,0.035598144,0,0.045164336,0,0.147570342,0,0.086743839,0,0.051063634,1,0.051218096,0,0.068877526,0,0.219588652,0,0.092147417,0
262,taking chlorthalidone or another diuretic,0.101439685,0,0.11244908,0,0.068553783,0,0.065898366,0,0.080755219,0,0.057007104,0,0.04529909,0,0.046567511,0,0.044859137,0,0.059208591,0,0.035331197,0,0.046890266,0,0.054078057,0,0.526732147,1,0.097443461,0,0.046879057,0,0.062392272,0,0.071557201,0,0.121367447,0,0.079749212,0
263,taking a diuretic without a ccb or an ace inhibitor,0.09158311,0,0.106097765,0,0.061258838,0,0.064758122,0,0.08191479,0,0.055145126,0,0.046894934,0,0.046641473,0,0.044572487,0,0.059043355,0,0.035007667,0,0.043295514,0,0.051396117,0,0.505284488,1,0.098158352,0,0.048249986,0,0.06029892,0,0.069300257,0,0.129898861,0,0.079716399,0
264,taking a diuretic with a ccb 5 8 n 399 or an ace inhibitor 9 3 n 641,0.103352152,0,0.108521961,0,0.068946198,0,0.064374201,0,0.080713741,0,0.055511188,0,0.044824153,0,0.047239006,0,0.046659235,0,0.057145,0,0.035262588,0,0.046816994,0,0.055136703,0,0.527076006,1,0.097867191,0,0.048756856,0,0.061900821,0,0.072267547,0,0.122254826,0,0.082010455,0
265,of 0 94 for those less than 65 years vs 1 11 in those 65 years or older,0.097303391,0,0.12326739,0,0.069547176,0,0.083984576,0,0.06279733,0,0.062532872,0,0.050935078,0,0.046370089,0,0.043701004,0,0.072450869,0,0.036472563,0,0.040412825,0,0.043381806,0,0.180064231,0,0.073787741,0,0.041552991,0,0.053369593,0,0.060436558,0,0.146685943,0,0.091169573,1
266,a significant differential effect by race p 01 and p 04 for interaction respectively,0.068275496,0,0.099138059,0,0.056197155,0,0.083244637,0,0.100110769,0,0.059277952,0,0.071292289,0,0.062432881,0,0.045346469,0,0.083497681,0,0.039465018,0,0.041563153,0,0.04649277,0,0.136795387,0,0.097186081,0,0.06335447,0,0.057870463,0,0.079232305,0,0.36011821,0,0.11921151,1
267,no significant difference was observed between lisinopril and chlorthalidone for the primary outcome rr 0 99 95 ci 0 91 1 08,0.064515017,0,0.099521525,0,0.05355566,0,0.078935556,0,0.090458222,0,0.056551512,0,0.065734729,0,0.057226948,0,0.042198997,0,0.079295047,0,0.036415298,0,0.038867194,0,0.043398626,0,0.146062121,0,0.093979828,0,0.057145219,0,0.053905647,0,0.072847843,0,0.311229825,1,0.112532519,0
268,the greater differences observed in black vs nonblack patients,0.068315335,0,0.102969185,0,0.055645581,0,0.082493097,0,0.096269548,0,0.060383074,0,0.070355318,0,0.060635038,0,0.044430766,0,0.084314734,0,0.038625501,0,0.040844895,0,0.04448482,0,0.134800494,0,0.09376397,0,0.06075079,0,0.056595355,0,0.076655529,0,0.3401362,0,0.119119868,1
269,compare the active management of term prelabour rupture of membranes with oral misoprostol,0.06490577,0,0.10170202,0,0.052623633,0,0.06938985,0,0.090016238,1,0.048557471,0,0.059141904,0,0.057411801,0,0.04144736,0,0.066365421,0,0.035594247,0,0.036298256,0,0.042934857,0,0.169064686,0,0.096971743,0,0.055757478,0,0.052028969,0,0.071734555,0,0.265229344,0,0.097705401,0
270,active management with oral misoprostol resulted in significantly more women going into labour within 24 hours,0.060210019,0,0.093900397,0,0.05145175,0,0.073790431,0,0.09521094,1,0.055218343,0,0.066046953,0,0.055611536,0,0.041255698,0,0.075460978,0,0.036150295,0,0.038754657,0,0.041851729,0,0.174758181,0,0.09770409,0,0.058158074,0,0.055394214,0,0.072602801,0,0.314587802,0,0.10837584,0
271,sixty one women,0.321678817,1,0.172551379,0,0.12021742,0,0.089945346,0,0.086192034,0,0.082556784,0,0.049504001,0,0.062504299,0,0.065305077,0,0.07064949,0,0.045482069,0,0.064068034,0,0.063001513,0,0.205413073,0,0.092276648,0,0.060524076,0,0.074534751,0,0.077760495,0,0.134556994,0,0.104452625,0
272,randomised to the conservative arm,0.102285132,0,0.104725219,0,0.069131002,0,0.067810766,0,0.083326854,0,0.061827429,0,0.047210965,0,0.046106994,0,0.045835044,0,0.062855676,0,0.036317039,0,0.049085747,0,0.055146642,0,0.545783699,1,0.102039263,0,0.049072929,0,0.065264538,0,0.072847627,0,0.125340849,0,0.084021561,0
273,were randomised to 50 ag of oral misoprostol repeated every 4 hours,0.113478318,0,0.108425617,0,0.077953078,0,0.070450507,0,0.091291793,0,0.064777762,0,0.050000738,0,0.051844306,0,0.052373301,0,0.064717218,0,0.040386055,0,0.057363395,0,0.066233076,0,0.614385843,1,0.113066353,0,0.056451604,0,0.071977936,0,0.082971543,0,0.128761634,0,0.091432117,0
274,conservative group were in spontaneous labour,0.067523114,0,0.10289079,0,0.048016764,0,0.071831264,0,0.076477148,0,0.053825818,0,0.056331921,0,0.047195755,0,0.038130101,0,0.069797479,0,0.03263602,0,0.03469035,0,0.039753482,0,0.179405183,0,0.085105352,0,0.048205771,1,0.050462667,0,0.063247249,0,0.239146918,0,0.095986374,0
275,pyrexia of 38jc,0.094190642,0,0.132597417,0,0.061189774,0,0.080100618,0,0.062674835,0,0.054237474,0,0.048249654,0,0.0448176,0,0.042211976,0,0.070470609,0,0.034434129,0,0.03803565,0,0.042893905,0,0.193411425,0,0.076071523,0,0.041055139,1,0.051760938,0,0.05940472,0,0.144732818,0,0.083602414,0
276,within 24 hours of the prelabour rupture of membranes,0.071467854,0,0.103599787,0,0.051052522,0,0.064328618,0,0.074892946,0,0.051505659,0,0.048917096,0,0.043367736,0,0.038261991,0,0.061244003,0,0.031794414,0,0.035669897,0,0.04089639,0,0.353438914,0,0.088510737,0,0.043618757,1,0.053607281,0,0.060311306,0,0.148015976,0,0.079035677,0
277,more women going into labour and delivering within 24 hours,0.065208279,0,0.10835202,0,0.049722381,0,0.071075156,0,0.071887843,0,0.052283771,0,0.053673223,0,0.044591989,0,0.037674297,0,0.070123948,0,0.032609235,0,0.034801602,0,0.038607921,0,0.215967834,0,0.083661161,0,0.043793485,0,0.050313704,0,0.058809269,0,0.178026602,0,0.085734464,1
278,view active management of prelabour rupture of membranes more positively,0.063754037,0,0.102365941,0,0.052903477,0,0.074762426,0,0.090569593,0,0.05189915,0,0.063794062,0,0.057497334,0,0.042111959,0,0.074760213,0,0.036153916,0,0.036934346,0,0.04298624,0,0.148270696,0,0.09473177,0,0.056377623,0,0.053304974,0,0.071693793,0,0.290655613,0,0.106199406,1
279,delivery time was significantly shorter,0.060394522,0,0.0946908,0,0.057670139,0,0.085218906,0,0.102035575,0,0.065001108,0,0.076523855,0,0.062084742,0,0.044390835,0,0.087621257,0,0.040058717,0,0.04372273,0,0.043469403,0,0.151746348,0,0.099783652,0,0.064442158,0,0.060161557,0,0.076906115,0,0.354388118,1,0.120854147,0
280,oxytocin augmentation,0.066073932,0,0.101526856,0,0.049405228,0,0.070122786,0,0.08135806,0,0.052000269,0,0.056263309,0,0.048409414,0,0.038015034,0,0.066524461,0,0.032683585,0,0.034207921,0,0.040483262,0,0.186228573,0,0.087614872,0,0.049359493,0,0.050566945,0,0.065339163,0,0.236868739,1,0.091471739,0
281,active treatment does result in shorter prelabour rupture of membranes to delivery times,0.065108187,0,0.096922174,0,0.057033639,0,0.081101447,0,0.10390643,0,0.058280155,0,0.071624294,0,0.064631775,0,0.046074145,0,0.082415923,0,0.0395694,0,0.042115565,0,0.045890026,0,0.144369245,0,0.100383498,0,0.065565825,0,0.058499999,0,0.080668189,0,0.36610505,1,0.117368072,0
282,might be an option to consider in those women wishing to be actively managed,0.063236214,0,0.097872324,0,0.0524823,0,0.078766473,0,0.093433522,0,0.058642875,0,0.068263255,0,0.056385774,0,0.042666342,0,0.080835678,0,0.036659952,0,0.03936591,0,0.042951386,0,0.157852933,0,0.09556713,0,0.059157599,0,0.056436405,0,0.071758978,0,0.327768177,0,0.115429871,1
283,100 m g oral misoprostol for induction of labor,0.071750671,0,0.100808494,0,0.04888656,0,0.061411969,0,0.079583935,1,0.04979191,0,0.049847472,0,0.044682086,0,0.038269397,0,0.057873338,0,0.031683326,0,0.033656504,0,0.041073386,0,0.338917792,0,0.089748345,0,0.045705486,0,0.05288092,0,0.061583746,0,0.170560583,0,0.079514436,0
284,between 34 and 42 weeks of gestation,0.116506383,0,0.137153551,0,0.080197275,0,0.087099537,0,0.058484919,0,0.062787302,0,0.047302105,0,0.043492343,0,0.045470674,0,0.071771935,1,0.0378928,0,0.045741897,0,0.048342969,0,0.216953039,0,0.078081273,0,0.04013513,0,0.056405477,0,0.060386803,0,0.114680804,0,0.087461978,0
285,receive 100 m g misoprostol orally every 3 or 6 hours,0.107207835,0,0.106235445,0,0.073073328,0,0.068712614,0,0.091745637,0,0.063563123,0,0.050259501,0,0.052046679,0,0.051239721,0,0.063449658,0,0.039946418,0,0.053930145,0,0.062657803,0,0.600702345,1,0.110834591,0,0.056261454,0,0.070113748,0,0.081049435,0,0.131307527,0,0.089275636,0
286,medication was repeated every 3 or 6 hours,0.108288698,0,0.10762693,0,0.072815202,0,0.069064088,0,0.086107261,0,0.063170798,0,0.047801744,0,0.048269842,0,0.048736069,0,0.063214242,0,0.038258851,0,0.053225305,0,0.059889238,0,0.575847507,1,0.104528308,0,0.05146927,0,0.068620689,0,0.077184036,0,0.123107977,0,0.087420858,0
287,receive 100 m g oral misoprostol every 3 hours,0.106302746,0,0.105943926,0,0.072454005,0,0.068620346,0,0.091411725,0,0.06365557,0,0.050480463,0,0.051726975,0,0.050752003,0,0.063552991,0,0.039823949,0,0.053268384,0,0.061635822,0,0.59769237,1,0.110527761,0,0.056043457,0,0.06982626,0,0.080063313,0,0.131611779,0,0.089282677,0
288,50 m g misoprostol vaginally,0.098009787,0,0.107218593,0,0.063528463,0,0.064229228,0,0.077644423,0,0.054837655,0,0.044396318,0,0.045148082,0,0.04327058,0,0.057695411,0,0.033502199,0,0.041825745,0,0.049148113,0,0.480052918,1,0.092738315,0,0.045490772,0,0.059261188,0,0.066595025,0,0.120724507,0,0.078462079,0
289,oxytocin requirement and spontaneous rupture,0.069911011,0,0.112645604,0,0.05220414,0,0.076276585,0,0.083942533,0,0.052942839,0,0.060480341,0,0.053992748,0,0.040966231,0,0.074704856,0,0.035460848,0,0.035882965,0,0.042922623,0,0.144016296,0,0.088031575,0,0.052495249,0,0.051903162,1,0.06969355,0,0.265623093,0,0.100584231,0
290,the interval from induction to vaginal delivery varied from 17 86 9 88 hours to 37 9 41 hours,0.068420999,0,0.107128344,0,0.050789814,0,0.072557084,0,0.069923699,0,0.052160252,0,0.052646555,0,0.045208778,0,0.038814042,0,0.070457488,0,0.032305211,0,0.035163201,0,0.038744256,0,0.205105171,0,0.081674665,0,0.04324032,0,0.049954798,0,0.058807634,1,0.181422397,0,0.087962173,0
291,was very effective,0.059247606,0,0.094156161,0,0.055572554,0,0.088351749,0,0.100750111,0,0.069216169,0,0.080530196,0,0.060442302,0,0.043215714,0,0.093074284,0,0.040512558,0,0.044492137,0,0.042771693,0,0.166601136,0,0.10254968,0,0.063644662,0,0.060674734,0,0.075260371,0,0.34524551,0,0.123321146,1
292,more effective for labor induction,0.062052511,0,0.094076969,0,0.058664277,0,0.086184539,0,0.104230195,0,0.066256426,0,0.078450471,0,0.062486921,0,0.044898242,0,0.088232286,0,0.040418502,0,0.044046722,0,0.043575771,0,0.152115136,0,0.099868126,0,0.0651609,0,0.060504533,0,0.076850668,0,0.364420593,0,0.120326966,1
293,higher efficacy in terms of treatment interval,0.065309063,0,0.100334913,0,0.059374809,0,0.086183675,0,0.101567887,0,0.062354978,0,0.074863173,0,0.064229019,0,0.044612393,0,0.086670257,0,0.04028184,0,0.042237818,0,0.044515878,0,0.131340697,0,0.097184278,0,0.063056596,0,0.057824325,0,0.07768169,0,0.345036298,1,0.120774888,0
