id,text,file_path,predicted_iprocedure,predicted_posize,predicted_podisease,predicted_otreatment,predicted_idiagnostic,predicted_opatient,predicted_prdisease,predicted_pogender,predicted_poage,predicted_idiagnostictest,predicted_iss,predicted_pophyconditon,predicted_poss,predicted_prss,predicted_poprocedure,predicted_potreatment,predicted_idisease,predicted_pomedhistory,predicted_prbehavior,predicted_poclinical,value_posize,value_podisease,value_iprocedure,value_iss,value_opatient,value_otreatment,value_prdisease,value_pogender,value_idiagnostic,value_idiagnostictest,value_poage,value_pophyconditon,value_idisease,value_prss,value_poss,value_potreatment,value_poprocedure,value_poclinical,value_prbehavior,value_pomedhistory,predicted_p,predicted_i,predicted_o,value_p,value_i,value_o
205,based on a 3 2 factorial design participants were randomized equally to a usual mean arterial pressure goal of 102 to 107 mm hg or to a lower mean arterial pressure goal of 92 mm hg or lower and to treatment with 1 of 3 antihypertensive drugs a sustainedrelease blocker metoprolol 50 to 200 mg d an angiotensin converting enzyme inhibitor ramipril 2 5 to 10 mg d or a dihydropyridine calcium channel blocker amlodipine 5 to 10 mg d,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12435255_element.csv,0.387685895,0.072392903,0.045696326,0.023476904,0.044493016,0.027784249,0.034415498,0.034558266,0.028277403,0.026789712,0.025659181,0.022757156,0.025219075,0.017680038,0.01698832,0.015609704,0.0161229,0.012979107,0.012185303,0.012782117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.140809163,0.938589692,0.02924256,0,1,0
206,the relationships of the treatment comparisons with baseline proteinuria were investigated by adding con tinuous interaction terms between ln urinary protein to creatinine ratio and the treatment groups,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12435255_element.csv,0.069346353,0.040707018,0.043583285,0.032602299,0.025318129,0.024509314,0.031684615,0.019803727,0.022533175,0.016592322,0.01860749,0.018789891,0.016292341,0.01201542,0.010728217,0.010032197,0.008891884,0.007093858,0.006647886,0.005775129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072368294,0.937268257,0.069255076,0,1,0
207,nevertheless our data suggest that once bp is lowered to a given level additional risk factors are important in patients with chronic kidney disease resulting from hypertension,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12435255_element.csv,0.040079489,0.031731986,0.041997407,0.583663285,0.034783684,0.111783668,0.048048709,0.022468947,0.024646865,0.023968857,0.03868277,0.030667715,0.025180619,0.025525874,0.022786884,0.022897201,0.019869136,0.015003483,0.016100805,0.015671343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061145663,0.046703648,0.961987495,0,0,1
208,this is consistent with the modification of diet in renal disease results that showed a favorable trend for the lower bp goal in participants with baseline proteinuria of higher than 1 gram per day but not at lower levels of proteinuria,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12435255_element.csv,0.04091271,0.03238247,0.04260676,0.598867774,0.035742633,0.116901927,0.048853923,0.022792971,0.024768276,0.024761803,0.040868029,0.031433403,0.026079347,0.026480572,0.023659559,0.023609832,0.020560099,0.015624657,0.016623573,0.016338618,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050644439,0.059208948,0.970069051,0,0,1
209,secondary analyses also suggest that metoprolol may improve renal outcome compared with amlodipine particularly in participants with higher proteinuria,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12435255_element.csv,0.041969635,0.031125911,0.037412964,0.543504775,0.033163268,0.100094996,0.043172922,0.021053011,0.02252006,0.022383196,0.035982009,0.027927099,0.022838358,0.024085639,0.020868218,0.021580232,0.018153803,0.01372043,0.015576019,0.014106085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041605502,0.067356288,0.962837815,0,0,1
210,our results do support recommendations that angiotensin converting enzyme inhibitors should be considered as first line therapy over blockers and dihydropyridine calcium channel blockers in these patients,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12435255_element.csv,0.050662968,0.033871021,0.036589272,0.584784091,0.036807418,0.102543883,0.047610726,0.022562634,0.02244732,0.024250619,0.039192189,0.030014472,0.024093188,0.028499573,0.024343176,0.024289504,0.020497562,0.015928844,0.018304927,0.015833765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04243857,0.066211209,0.940157831,0,0,1
211,the african american study of kidney disease and hypertension aask prospectively addressed 2 questions in patients with hypertensive nephrosclerosis,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12435255_element.csv,0.061168578,0.048905864,0.073209599,0.027278982,0.027304513,0.025054343,0.036497228,0.024639247,0.031648755,0.019145543,0.020344211,0.024438234,0.020551957,0.012656039,0.012819887,0.011205228,0.010955143,0.009674446,0.007327294,0.00639428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942609072,0.094204813,0.063993104,1,0,0
212,a total of 540 patients with an ami were included in this study,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12473255_element.csv,0.091184415,0.049205404,0.033761401,0.027264815,0.024300868,0.024849111,0.024925381,0.01922019,0.021035472,0.016752155,0.016876111,0.016885996,0.014944516,0.011400049,0.011021359,0.01014661,0.008613251,0.007064057,0.007135326,0.005976312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94040215,0.063993894,0.105615869,1,0,0
213,results five hundred and forty patients were included 83 male age 6111 years 43 had an anterior ami and 50 were treated with fibrinolytics in the acute phase,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12473255_element.csv,0.06321869,0.06601499,0.117930293,0.028851546,0.035018057,0.032154113,0.047434445,0.035174668,0.05469586,0.026507171,0.02678415,0.034377806,0.02856853,0.015936514,0.018423667,0.014115133,0.016259711,0.01418723,0.00970217,0.008350655,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.948137641,0.085933,0.077001795,1,0,0
214,patients were included into the study from july 1997 until may 1999 and were followed until mid 2000,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12473255_element.csv,0.095892914,0.046489682,0.032456871,0.029169871,0.023380416,0.024773236,0.024383346,0.018950956,0.019340971,0.016229628,0.016888117,0.016455198,0.014371823,0.011418172,0.010569292,0.010086106,0.008579092,0.006603399,0.006940877,0.005817764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133238837,0.904386103,0.042436533,0,1,0
215,at baseline beta blockers were used in 91 of the patients in each treatment group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12473255_element.csv,0.241190284,0.052525777,0.027429862,0.030306226,0.029264485,0.025745628,0.025481489,0.022181489,0.017368063,0.017876478,0.017992545,0.016174886,0.015870664,0.013177047,0.012242013,0.012503411,0.01076923,0.008624203,0.008357162,0.008740298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057376947,0.914329886,0.094862193,0,1,0
216,in 11 of patients 33 fluvastatin vs 29 placebo the baseline aecg recording could not be interpreted due at baseline there were no differences between the two groups 140 mg,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12473255_element.csv,0.046218507,0.034608919,0.028026368,0.20643653,0.029844781,0.069755405,0.027070306,0.017034024,0.019438118,0.018135611,0.027031403,0.019667484,0.01576942,0.019707417,0.013475658,0.014041898,0.011557741,0.007719187,0.010820203,0.008243073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053837948,0.881077826,0.124767363,0,1,0
217,as a result the present study was underpowered and no effect of fluvastatin on aecg ischaemia or major clinical events in the first year after ami could be detected,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12473255_element.csv,0.037786603,0.030071355,0.032439154,0.377960026,0.030586859,0.083754763,0.035397835,0.0183523,0.020314856,0.019491529,0.031462338,0.023197072,0.018811211,0.021105191,0.016435916,0.017020553,0.013979458,0.01055769,0.012556669,0.010366855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03923003,0.070124827,0.960234404,0,0,1
218,there has been considerable uncertainty regarding effects of some classes of antihypertensive drugs on risk of main outcome measures the primary outcome was combined fatal chd or nonfatal myocardial infarction analyzed by intent to treat,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.036772251,0.031604361,0.046022598,0.552734017,0.035882264,0.11327453,0.049194805,0.023068491,0.026189841,0.02409289,0.040436361,0.030833749,0.025360478,0.026622988,0.022888923,0.022504333,0.019130567,0.014344094,0.015494139,0.014742341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932686567,0.07563062,0.087304346,1,0,0
219,individuals with a history of hospitalized or treated symptomatic heart failure hf and or known left ventricular ejection fraction of less than 35 were excluded,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.066809297,0.070436142,0.189309314,0.031364474,0.045705121,0.033290654,0.058176629,0.027506882,0.058458436,0.024753954,0.027531547,0.053925324,0.037072524,0.018297678,0.020905033,0.014345638,0.022052083,0.023025483,0.010726992,0.012018285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.946177602,0.07687325,0.078427188,1,0,0
220,combined cvd indicates chd death nonfatal mi stroke coronary revascularization procedures hospitalized or treated angina treated or hospitalized heart failure and peripheral arterial disease hospitalized or outpatient revascularization,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.116660103,0.071711697,0.176245704,0.026844131,0.046640232,0.028690396,0.056260433,0.028060948,0.0463701,0.023383569,0.029148173,0.04982258,0.038041878,0.018580671,0.018866155,0.013772158,0.021341572,0.020964006,0.010693627,0.013733094,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.930830896,0.112789549,0.0492296,1,0,0
221,among participants with unknown vital status the distributions of most baseline factors were similar among the 3 treatment groups but participants assigned to lisinopril were less likely to be black and more likely to be women have untreated hypertension evidence of chd or atherosclerotic cvd and a lower mean serum glucose,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.030297076,0.032017846,0.055253472,0.172228783,0.02872798,0.062655166,0.041880075,0.022077104,0.027198186,0.020543527,0.031546079,0.026610443,0.020028429,0.018548153,0.01458079,0.014828597,0.014452436,0.009895494,0.009100269,0.008842991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07534007,0.115648612,0.514406502,1,0,0
222,other drugs including low doses of open label step 1 drug classes were permitted if clinically indicated,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.250583559,0.04963218,0.03485712,0.025636785,0.03037359,0.02328964,0.027760737,0.022647737,0.017919585,0.017208913,0.017505866,0.016712476,0.017818922,0.012082848,0.011948898,0.011680793,0.011022212,0.009432707,0.007569217,0.009164265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234772518,0.863891006,0.022211971,0,1,0
223,since a large proportion of participants required more than 1 drug to control their bp it is reasonable to infer that a diuretic be included in all multidrug regimens if possible,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.040844634,0.029177075,0.028201051,0.142079785,0.025050739,0.047902454,0.027509272,0.01547101,0.016900472,0.015378556,0.022290869,0.018019542,0.013740589,0.015321561,0.011117247,0.011626752,0.009735397,0.007301323,0.008102681,0.006729303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044037376,0.191038266,0.683652461,0,1,0
224,among participants with available medication information at 1 year 26 7 25 9 and 32 6 of those assigned to chlorthalidone amlodipine and lisinopril respectively were taking a step 2 or step 3 drug,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.404830694,0.067416817,0.037735783,0.025320953,0.039132331,0.026406778,0.030874796,0.031185511,0.023468804,0.023335023,0.022310419,0.019745843,0.022126755,0.015536544,0.015323569,0.015967248,0.014810351,0.012382374,0.010842423,0.012924943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157150865,0.922316015,0.025827181,0,1,0
225,at 1 year 40 0 n 4645 44 0 n 3017 and 43 8 n 2764 of participants assigned to chlorthalidone amlodipine and lisinopril respectively still taking their disease mi myocardial infarction hdl c high density lipoprotein cholesterol lvh left ventricular hypertrophy and chd coronary heart disease,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.143902808,0.062807426,0.09458705,0.019401269,0.038018066,0.023724576,0.040611863,0.031231459,0.035325419,0.021705041,0.023857616,0.02897034,0.028447578,0.013968945,0.014642367,0.011793227,0.014348597,0.012412113,0.008575604,0.00919005,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.556592107,0.718286812,0.012418322,0,1,0
226,among participants in the chlorthalidone group who were contacted in the clinic or by telephone within 12 months of annual scheduled visits 87 1 were taking chlorthalidone or another diuretic at 1 year decreasing to 80 5 at 5 years 67 5 n 4387 were taking a diuretic without a ccb or an ace inhibitor and 13 2 were taking a diuretic with a ccb 5 8 n 399 or an ace inhibitor 9 3 n 641,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.417499959,0.069326445,0.042160589,0.028178519,0.039869778,0.028691096,0.031139564,0.034188695,0.024527401,0.024992999,0.025615027,0.020513546,0.024263022,0.017495265,0.015902713,0.016945658,0.01586627,0.011627628,0.011448418,0.01289895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15843527,0.906291306,0.029654574,0,1,0
227,among participants in the chlorthalidone group who were contacted in the clinic or by telephone within 12 months of annual scheduled visits 87 1 were taking chlorthalidone or another diuretic at 1 year decreasing,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.399296582,0.060919676,0.03743403,0.029515699,0.037189167,0.027405186,0.030006234,0.030598834,0.021515753,0.022443838,0.022483658,0.018813623,0.021682858,0.015827289,0.01492151,0.016338466,0.014581428,0.011061692,0.010525947,0.012672506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182176352,0.899856687,0.02479009,0,1,0
228,for combined chd there was a significant differential effect by age p 01 for interaction with rrs lisinopril vs chlorthalidone of 0 94 for those less than 65 years vs 1 11 in those 65 years or older,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.040933974,0.034689467,0.035021022,0.485604286,0.034770966,0.113830715,0.038582373,0.020976175,0.024356753,0.023400573,0.037385069,0.026761953,0.022810288,0.025966672,0.020074578,0.021184983,0.017389983,0.012518568,0.015994791,0.013319782,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045393486,0.049333028,0.964923739,0,0,1
229,for stroke and combined cvd there was a significant differential effect by race p 01 and p 04 for interaction respectively,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.040991012,0.030510306,0.029691547,0.380342454,0.029713618,0.083810821,0.033545218,0.018162861,0.019997712,0.019355139,0.029998964,0.022642354,0.018616796,0.020011356,0.016060147,0.017311426,0.014112465,0.01089933,0.01260336,0.010589607,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037092105,0.063934393,0.966361046,0,0,1
230,no significant difference was observed between lisinopril and chlorthalidone for the primary outcome rr 0 99 95 ci 0 91 1 08 or for the secondary outcomes of all cause mortality combined chd peripheral arterial disease cancer or esrd table 5 figures 3 and 4,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.03896464,0.034609757,0.039938331,0.546533227,0.037137765,0.126233995,0.044248749,0.022892252,0.02694124,0.02505927,0.040671468,0.029262979,0.025089007,0.028169671,0.022642652,0.023094116,0.019518657,0.013797953,0.017308,0.014614002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461614,0.05896252,0.963418782,0,0,1
231,the greater differences observed in black vs nonblack patients for combined cvd and stroke along with a similar trend for hf and lesser bp lowering with lisinopril are in accord with the multiple reports of poorer bp response with ace inhibitor in black patients,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12479763_element.csv,0.042447258,0.034837171,0.041217458,0.615736306,0.037444059,0.128948838,0.047676984,0.02311396,0.025716759,0.025958952,0.043927651,0.031657659,0.02730773,0.027895749,0.024809279,0.024970211,0.021472264,0.01651462,0.018157654,0.017251717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053436533,0.046932925,0.967882454,0,0,1
232,objective to compare the active management of term prelabour rupture of membranes with oral misoprostol with conservative management for 24 hours followed by induction with oxytocin or prostaglandin e 2 pge 2 gel,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12504970_element.csv,0.107875772,0.039869539,0.048202816,0.027323598,0.028241316,0.021919509,0.032200158,0.021629164,0.020721018,0.016581675,0.018451992,0.018484017,0.017627114,0.01214769,0.010979204,0.010130096,0.009317167,0.007752987,0.006598143,0.006774385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942008495,0.121943235,0.050323669,1,0,0
233,our aim in this randomised controlled trial was to see if active management with oral misoprostol resulted in significantly more women going into labour within 24 hours of the prelabour rupture of membranes and to assess patient preferences for management,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12504970_element.csv,0.036027882,0.029308433,0.032836623,0.266917557,0.029326726,0.06874533,0.034616224,0.017711328,0.020267436,0.018384596,0.02860407,0.02199336,0.017033912,0.019652404,0.014527999,0.01529063,0.012627552,0.009274588,0.010642876,0.008613284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902303457,0.132228047,0.04724849,1,0,0
