id,text,file_path,otreatment,opatient,iprocedure,iss,idiagnostic,podisease,prss,prdisease,poage,idiagnostictest,poss,idisease,posize,potreatment,pophyconditon,pogender,poprocedure,pomedhistory,prbehavior,poclinical
178,results fifty nine women received oral misoprostol and 48 received vaginal administration,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12052597_element.csv,0.066538006,0.054438479,0.611281633,0.063476369,0.076531559,0.073605403,0.044031568,0.075352877,0.053727016,0.056926779,0.040166922,0.045699246,0.165232703,0.033765867,0.053172756,0.069359586,0.031483918,0.03063515,0.029868055,0.039702184
179,conclusion these findings indicate that in a closely supervised hospital setting with adequate monitoring oral misoprostol has the potential to induce labor as safely and effectively as its vaginal analogue,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12052597_element.csv,0.679046929,0.167490572,0.094393864,0.05658339,0.063725121,0.057841484,0.076635636,0.086079374,0.052218702,0.045317896,0.04588579,0.05281873,0.045917366,0.04103639,0.045192562,0.047641452,0.050821684,0.030836748,0.030278996,0.033879071
180,delivery time was similar for the vaginal and oral arms 1074 488 minutes versus 930 454 minutes p 11,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12052597_element.csv,0.548474848,0.143953457,0.112431854,0.059037786,0.058580045,0.048869524,0.063947603,0.061940391,0.049581617,0.043957889,0.040200356,0.046883423,0.040998839,0.03707305,0.03940358,0.039036453,0.039830439,0.029925818,0.029447623,0.028213246
181,nulliparous women receiving oral misoprostol were twice as likely to need assistance in delivery,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12052597_element.csv,0.393150419,0.128403068,0.113829829,0.054691426,0.055771992,0.056209236,0.054479275,0.051486745,0.054884013,0.044726811,0.042736687,0.043178558,0.037846699,0.036649294,0.035819519,0.035183765,0.034121729,0.029171836,0.028964425,0.025319748
182,patients a total of 1677 patients aged 18 80 years recruited between april 1996 and october 1998 with stable or unstable angina or silent ischemia following successful completion of their first pci who had baseline total cholesterol levels between 135 and 270 mg dl 3 5 7 0 mmol l with fasting triglyceride levels of less than 400 mg dl 4 5 mmol l,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12076217_element.csv,0.086038224,0.069467098,0.165434748,0.09797655,0.106435865,0.376873136,0.052742861,0.127974957,0.227909759,0.081330806,0.139339238,0.065397546,0.306284666,0.067973338,0.127204344,0.168268397,0.057678692,0.050938815,0.065284498,0.062723219
183,men and women aged 18 to 80 years were recruited from 57 interventional centers in 10 countries belgium france germany italy united kingdom the netherlands spain switzerland canada and brazil,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12076217_element.csv,0.075425349,0.069616199,0.192080989,0.096005268,0.104998253,0.280473381,0.046202134,0.119942255,0.172591552,0.067033678,0.111960329,0.061997641,0.355076075,0.065517433,0.102472618,0.151097864,0.052131925,0.046441816,0.05775369,0.059277877
184,patients were eligible for enrollment in the study if they had a total cholesterol level between 135 and 270 mg dl 3 5 7 0 mmol l with fasting triglyceride levels of less than 400 mg dl 4 5 mmol l before the index procedure,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12076217_element.csv,0.073964521,0.05963419,0.166525543,0.077023312,0.093809791,0.293488264,0.045822453,0.085931271,0.170036107,0.073332138,0.110539183,0.057536833,0.225783676,0.053705592,0.101070449,0.111953028,0.04354509,0.044451937,0.050742283,0.045897651
185,interventions patients were randomly assigned to receive treatment with fluvastatin 80 mg d n 844 or matching placebo n 833 at hospital discharge for 3 to 4 years,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12076217_element.csv,0.077150978,0.062012687,0.706461489,0.068242714,0.082219645,0.069547981,0.053080156,0.076694742,0.054920483,0.058059148,0.041711416,0.049109187,0.126780033,0.034667954,0.05258704,0.067722887,0.035387367,0.032411993,0.030256882,0.042932212
186,between april 1996 and october 1998 a total of 1677 patients were recruited and were randomly assigned to receive either fluvastatin n 844 or placebo n 833 figure 1,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12076217_element.csv,0.068519093,0.056581266,0.604120672,0.065063268,0.080256499,0.076597378,0.043619346,0.085604414,0.052650042,0.051291127,0.038261481,0.045785405,0.17539385,0.034104925,0.054789111,0.075298592,0.032695733,0.029333735,0.030113593,0.041238926
187,during the study 97 of patients in the fluvastatin group and 98 in the placebo group were taking aspirin,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12076217_element.csv,0.066476434,0.052102689,0.570567906,0.065568075,0.078336619,0.077277184,0.044828363,0.076328404,0.055970766,0.057107218,0.038335253,0.046191648,0.195955738,0.035759982,0.054591991,0.073348276,0.031302504,0.0311206,0.03245911,0.042474017
188,the proportion of patients taking other cardiovascular drugs during the study such as blockers calcium antagonists nitrates angiotensin converting enzyme inhibitors and diuretics was similar between groups table 1,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12076217_element.csv,0.152013332,0.065458372,0.212724552,0.050487213,0.056025743,0.057201531,0.051221434,0.082124166,0.043295804,0.046479326,0.037424762,0.035681199,0.052956473,0.025489127,0.035959329,0.036158718,0.025474032,0.026220798,0.019629927,0.023835585
189,at study end however the median reduction in fasting triglycerides was 14 in both groups,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12076217_element.csv,0.59946084,0.152884319,0.097465113,0.056911804,0.059351373,0.053081628,0.066489205,0.066256069,0.05165536,0.044939402,0.044651553,0.048162702,0.041929927,0.038652733,0.040950675,0.04051213,0.042488094,0.030504731,0.029592605,0.029404523
190,results of the lips study show that in patients with average cholesterol levels early cholesterol lowering treatment with fluvastatin 80 mg d following first pci with or without stenting resulted in a 5 3 absolute reduction and a 22 relative reduction in the risk of fatal or nonfatal major adverse cardiac events during 4 years of follow up compared with placebo,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12076217_element.csv,0.613299251,0.163603216,0.08691258,0.057935085,0.060190242,0.059546068,0.07085707,0.069882184,0.054064617,0.04280287,0.045501541,0.050279185,0.043739859,0.040754911,0.043987889,0.043667596,0.045167938,0.030841937,0.031119056,0.0313254
191,objective to compare the effects of the angiotensin ii antagonist losartan with those of atenolol on left ventricular hypertrophy lvh blood pressure and neurohormone concentrations in hypertensive patients with lvh,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12195129_element.csv,0.216710299,0.073702656,0.181032017,0.05835538,0.06020188,0.102217965,0.079448648,0.212804481,0.046305396,0.062860802,0.056032538,0.044025134,0.087248504,0.031119736,0.049562156,0.057352081,0.043564383,0.031295739,0.021934368,0.035062201
192,patients hypertensive patients with an echocardiographically documented left ventricular mass index lvmi 120 g m 2 men or 105 g m 2 women,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12195129_element.csv,0.085060976,0.059589654,0.133873269,0.07799086,0.091019921,0.300576299,0.048615213,0.122283146,0.154756382,0.071216255,0.10503976,0.055214323,0.227247924,0.053479407,0.101339303,0.118591331,0.045464177,0.040371384,0.049123585,0.045118198
193,the study included men and women aged 21 80 years with mild to moderate essential hypertension and echocardiographically documented lvh assessed up to 30 days before enrolment,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12195129_element.csv,0.116581552,0.107490204,0.144207731,0.132371336,0.129021749,0.412043005,0.077509627,0.143304348,0.318094075,0.089974158,0.175302416,0.097603373,0.322526425,0.090948857,0.150353208,0.212389961,0.077025048,0.073407456,0.101973422,0.093514092
194,patients were randomly assigned in a double blind manner to receive losartan or atenolol 50 mg once daily for 36 weeks fig,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12195129_element.csv,0.088415869,0.064242773,0.697237492,0.064365827,0.078702398,0.062102668,0.056111481,0.068934567,0.053037114,0.059003208,0.039876986,0.050146248,0.10520339,0.033800106,0.05014516,0.061455306,0.035817251,0.032113295,0.029593227,0.04057407
195,our findings confirm those of previous smaller studies showing the ability of losartan 14 15 16 18 19 and other ang ii antagonists including valsartan 17 and irbesartan 20 to produce significant improvements in one or more indices of lvh including lvm lvmi and left ventricular geometry in hypertensive patients,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12195129_element.csv,0.673808157,0.162734538,0.097080968,0.058820494,0.063361816,0.058480777,0.075831711,0.07551039,0.051951688,0.045065396,0.046651874,0.052015692,0.044839572,0.041607406,0.045898024,0.046327934,0.048769847,0.031993754,0.031318657,0.032423351
196,conclusions both losartan and atenolol based regimens effectively decreased blood pressure,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12195129_element.csv,0.642416835,0.151892856,0.098951794,0.05393789,0.062438093,0.056151867,0.071249127,0.080814354,0.051125098,0.045449711,0.044687923,0.050535671,0.044255227,0.038146332,0.042476349,0.043675762,0.045886554,0.029469544,0.028934488,0.031044018
197,results the estimated treatment difference between the losartan and atenolol regimens mean change from baseline at week 36 in lvmi was 22 5 g m 2 95 confidence interval ci 27 36 to 2 37 g m 2 in favor of losartan indicating that losartan was significantly non inferior p 0 001 non inferiority limit 8 g m 2 and numerically superior to atenolol in reducing lvmi,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12195129_element.csv,0.642065465,0.165758654,0.093761399,0.060504898,0.0622226,0.054778572,0.073006772,0.070207357,0.052043892,0.044861101,0.044416089,0.05174163,0.043905698,0.041303698,0.045065396,0.044936687,0.046677701,0.031851355,0.032174684,0.032328203
198,overall both the losartan and atenolol regimens were well tolerated although the incidence of drug related clinical adverse events in patients receiving losartan was significantly lower than that in patients receiving atenolol,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12195129_element.csv,0.648449659,0.161080301,0.09939456,0.059033252,0.062832899,0.056375254,0.071291335,0.072208606,0.051134001,0.043950137,0.046019383,0.051333129,0.045370527,0.040031001,0.045658048,0.045176249,0.046107888,0.03103818,0.030819412,0.031962778
199,we studied 30 untreated hypertensive patients aged 28 55 years who were rotated through six 6 week periods of daily treatment with amlodipine 5 mg doxazosin 4 mg lisinopril 10 mg bisoprolol 5 mg bendrofluazide 2 5 mg or placebo,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12401122_element.csv,0.069359414,0.058513209,0.696222425,0.065846577,0.08452978,0.083281696,0.050187103,0.082368545,0.057588853,0.056997694,0.042538445,0.047369111,0.149773747,0.034353755,0.056540377,0.072257452,0.03573633,0.032166284,0.0298706,0.04341739
200,in conclusion antihypertensive drugs differ in their short term effects on augmentation of the systolic pulse wave and secretion of bnp from the heart regarded as a sensitive measure of strain on cardiomyocytes,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12401122_element.csv,0.641556799,0.154648602,0.101074524,0.05492219,0.061702326,0.05462328,0.071089081,0.077487841,0.04876484,0.044704832,0.043684714,0.04895002,0.043000665,0.038253717,0.043022115,0.043390971,0.046359409,0.029325265,0.028796583,0.03058653
201,moreover meta analysis of the trials suggests small but distinct differences among drug classes in their ability to prevent specific outcomes with calcium blockers being most effective in preventing strokes but angiotensin converting enzyme ace inhibitors and diuretics having the edge in preventing coronary disease 1 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12401122_element.csv,0.675473571,0.16307646,0.09818846,0.057183929,0.063053273,0.05838329,0.07605055,0.079413183,0.051725317,0.04477359,0.046647679,0.052402765,0.046070065,0.040507738,0.04593036,0.047091652,0.048928134,0.03058343,0.030502357,0.033023279
202,not all patients tolerated the drugs equally well the numbers who repeated each drug at the end of the rotation chosen by efficacy and tolerability were respectively 4 4 8 11 and 2 for amlodipine doxazosin lisinopril bisoprolol and bendrofluazide,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12401122_element.csv,0.171478793,0.078438915,0.310034215,0.051370446,0.059250794,0.046570811,0.048867553,0.050604321,0.04640951,0.047227941,0.03358186,0.038721904,0.045902755,0.030745694,0.033080108,0.035681326,0.026878178,0.026595872,0.024062946,0.024877012
203,exclusion criteria included diastolic bp of less than 95 mm hg known history of diabetes mellitus fasting glucose 140 mg dl or random glucose 200 mg dl urinary protein to creatinine ratio of more than 2 5 accelerated or malignant hypertension within 6 months secondary hypertension evidence of non bp related causes of chronic kidney disease serious systemic disease clinical congestive heart failure or specific indication for or contraindication to a study drug or study procedure,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\12435255_element.csv,0.110303797,0.076665506,0.114433795,0.084493764,0.092499435,0.38601011,0.065454051,0.105134197,0.193919376,0.084113613,0.161975741,0.066261619,0.141959593,0.057069704,0.108236738,0.105420314,0.055512585,0.050771408,0.056298573,0.046107247
