id,text,file_path,p,i,o
412,conclusions in the presence of modern drug treatments for secondary cardiovascular disease prevention it remains possible through a favourable diet exercise and smoking cessation to show an additional reduction in the five year risk for chd in males,F:\PythonProjects\TestFastBert\PICOElement\14671465_element.csv,0,0,1
413,results patients in the lifestyle intervention group reduced the intake of saturated fat sugar and cholesterol p 0 001 increased their exercise level p 0 01 and stopped smoking p 0 05 when compared with the usual care group,F:\PythonProjects\TestFastBert\PICOElement\14671465_element.csv,0,0,1
414,a sub analysis of the influence of five year chd calculated risk in males resulted in a relative risk reduction of 22 95 confidence intervals 9 35,F:\PythonProjects\TestFastBert\PICOElement\14671465_element.csv,0,0,1
415,objective to compare the efficacy of 100 ag of oral misoprostol with 3 mg prostaglandin e 2 vaginal tablets in term labour induction,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,1,0,0
416,inclusion criteria included a singleton pregnancy in cephalic presentation at a gestation of 37 weeks or more with a medical or obstetric indication for induction an unfavourable cervix modified bishop s score of less than 8 and intact membranes,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,1,0,0
417,population two hundred women at term with indications for labour induction and modified bishop s cervical score of less than 8,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,1,0,0
418,after full informed consent women were randomly assigned to receive oral misoprostol or vaginal pge 2 tablet by means of a computer generated random table with the allocation concealed in cards in sequentially numbered opaque envelopes,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,0,1,0
419,women assigned to the oral misoprostol received a 100 ag misoprostol tablet cytotec searle pharmaceuticals ontario canada orally and the dose could be repeated every 4 hours to a maximum of five doses,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,0,1,0
420,if a diagnosis of labour was made or the cervical bishop s score was 8 or more the woman was transferred to the labour ward for artificial rupture of membranes,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,0,1,0
421,the main measure of efficacy was taken to be the number of women delivering vaginally within 24 hours of the first dose of prostaglandin in the two groups,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,0,1,0
422,assuming that 40 of women receiving vaginal pge 2 would deliver within 24 hours of the induction 6 our sample size was calculated to detect a 25 increase in this number to 65 in the misoprostol group power 90 a 0 10 h 0 10 instat version 3 01 graphpad software san deigo california usa,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,0,1,0
423,of the 75 women in the misoprostol group and the 73 women in the pge 2 group who delivered vaginally 50 7 and 54 8 respectively did so within 24 hours of the administration of the first dose of the inducing agent rr 0 92 95 ci 0 7 to 1 3 table 2,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,0,1,0
424,methods the women were randomly allocated to receive either 100 ag of misoprostol orally which could be repeated 4 hourly to a maximum of five doses if indicated or a 3 mg tablet of prostaglandin e 2 vaginally which could be repeated in 6 hours according to routine departmental protocol,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,0,1,0
425,while there were no cases of uterine hyperstimulation in the pge 2 group two primiparous women needed salbutamol in the misoprostol group,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,0,1,0
426,three other women had evidence of tachysystole while on oxytocin augmentation following priming with misoprostol,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,0,1,0
427,two women in the misoprostol group and one in the pge 2 group had abdominal delivery for failure of cervical ripening with the inducing agents,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,0,1,0
428,a 200 ag oral dose was more effective than dinoprostone intracervically 12 however adair et al,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,0,0,1
429,more women in the misoprostol group were given oxytocin but this was not statistically significant 60 vs 47 rr 1 3 95 ci 0 98 to 1 7,F:\PythonProjects\TestFastBert\PICOElement\15104606_element.csv,0,0,1
430,the aim of this trial was to compare the effects of irbesartan versus atenolol on lvh in subjects with essential hypertension,F:\PythonProjects\TestFastBert\PICOElement\15184349_element.csv,1,0,0
431,the aim of this multicenter trial the cardiovascular irbesartan project cvip was to compare the cardiac effects of antihypertensive therapy with irbesartan versus atenolol in subjects with essential hypertension,F:\PythonProjects\TestFastBert\PICOElement\15184349_element.csv,1,0,0
432,in the randomized double blind multicenter trial cardiovascular irbesartan project 240 patients with essential hypertension were treated with irbesartan or atenolol for 18 months,F:\PythonProjects\TestFastBert\PICOElement\15184349_element.csv,1,1,0
433,subjects were excluded for known or suspected secondary hypertension coronary heart disease cerebrovascular disease peripheral vascular disease renovascular disease insulin dependent diabetes mellitus uncontrolled non insulin dependent diabetes mellitus history of intolerance to atenolol irbesartan other angiotensin receptor blockers hydrochlorothiazide or amlodipine and pretreatment with an angiotensin converting enzyme inhibitor or an angiotensin receptor blocker within the last 6 months,F:\PythonProjects\TestFastBert\PICOElement\15184349_element.csv,1,0,0
434,this randomized double blind trial was conducted at 14 universityaffiliated centers in germany,F:\PythonProjects\TestFastBert\PICOElement\15184349_element.csv,0,1,0
435,after withdrawal of previous antihypertensive therapy subjects were randomized 1 1 to receive either 150 mg irbesartan or 50 mg atenolol once daily,F:\PythonProjects\TestFastBert\PICOElement\15184349_element.csv,0,1,0
436,after 4 weeks doses were doubled if blood pressure exceeded 150 mm hg systolic or 90 mm hg diastolic,F:\PythonProjects\TestFastBert\PICOElement\15184349_element.csv,0,1,0
437,although with irbesartan no overall change of lvm was detected only in the subgroup with initial clearly elevated lvm consistent reductions of voltage criteria for lvh at 6 months and even hypertension july 2004,F:\PythonProjects\TestFastBert\PICOElement\15184349_element.csv,0,0,1
438,in contrast atenolol did not lead to reductions in any of the ecg indices studied,F:\PythonProjects\TestFastBert\PICOElement\15184349_element.csv,0,0,1
439,secondly the reductions were consistently noted for all 5 voltage criteria for lvh,F:\PythonProjects\TestFastBert\PICOElement\15184349_element.csv,0,0,1
440,furthermore because voltage criteria for lvh have been shown to predict cardiovascular outcome independently from lvm by echocardiography we suggest that both methods should be used for a more accurate detection of the benefits of antihypertensive treatment for the heart,F:\PythonProjects\TestFastBert\PICOElement\15184349_element.csv,0,0,1
441,patients the study population comprised 166 newly diagnosed hypertensive individuals aged 60 75 years with diastolic blood pressure between 95 and 115 mmhg or systolic blood pressure between 160 and 220 mmhg or both,F:\PythonProjects\TestFastBert\PICOElement\15201546_element.csv,1,0,0
442,patients with hypertension and aged between 60 and 75 years were selected for the study and advised to restrict their salt intake low salt diet,F:\PythonProjects\TestFastBert\PICOElement\15201546_element.csv,1,0,0
443,intervention patients were allocated randomly to groups to receive amlodipine 5 10 mg or lisinopril 10 20 mg for 2 years,F:\PythonProjects\TestFastBert\PICOElement\15201546_element.csv,0,1,0
444,if blood pressure remained stable during this run in period the patients were randomly assigned to the double blind treatment phase to receive 5 mg amlodipine or 10 mg lisinopril,F:\PythonProjects\TestFastBert\PICOElement\15201546_element.csv,0,1,0
445,after 6 weeks of active treatment the dosage was increased to 10 mg amlodipine and 20 mg lisinopril,F:\PythonProjects\TestFastBert\PICOElement\15201546_element.csv,0,1,0
446,conclusion in a long term study amlodipine and lisinopril reduce imt to a similar extent in newly diagnosed elderly hypertensive patients,F:\PythonProjects\TestFastBert\PICOElement\15201546_element.csv,0,0,1
447,therefore it seems that both drugs have the same effect on atherosclerosis prone arterial segments and possibly different effects on segments that are not susceptible to atherosclerosis,F:\PythonProjects\TestFastBert\PICOElement\15201546_element.csv,0,0,1
448,it has been shown that nifedipine improves endothelial function in patients with hypercholesterolaemia independent of the effect on blood pressure or plasma lipids 28,F:\PythonProjects\TestFastBert\PICOElement\15201546_element.csv,0,0,1
449,our findings are also in line with the findings of the verapamil hypertension atherosclerosis study in which the calcium channel blocker verapamil reduced carotid lesions after 4 years of treatment 23,F:\PythonProjects\TestFastBert\PICOElement\15201546_element.csv,0,0,1
